City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Ust-Kan,50.9276,84.761,13.26,91,100,2.44,RU,2021-03-30 19:06:54
293,Mantua,45.1667,10.7833,63.0,68,6,1.01,IT,2021-03-30 19:06:55
294,Clyde River,70.4692,-68.5914,-2.2,84,90,37.98,CA,2021-03-30 19:06:55
295,Maragogi,-9.0122,-35.2225,81.77,75,98,9.44,BR,2021-03-30 19:06:55
296,Bay Roberts,47.5999,-53.2648,35.01,51,100,11.01,CA,2021-03-30 19:06:55
297,Hueyapan,18.8667,-98.6667,86.0,17,1,2.3,MX,2021-03-30 19:06:55
298,Billings,45.7833,-108.5007,34.0,37,75,8.05,US,2021-03-30 19:06:55
299,Hedaru,-4.5,37.9,71.78,89,35,5.53,TZ,2021-03-30 19:06:55
300,Ciechanow,52.8814,20.62,53.6,100,20,5.75,PL,2021-03-30 19:06:56
301,Hamilton,39.1834,-84.5333,73.4,25,1,20.71,US,2021-03-30 19:06:56
302,Castro,-24.7911,-50.0119,63.54,95,100,7.4,BR,2021-03-30 19:06:56
303,Gayeri,12.6497,0.4931,89.55,12,7,9.26,BF,2021-03-30 19:06:56
304,Qasigiannguit,68.8193,-51.1922,28.4,74,75,5.75,GL,2021-03-30 19:06:56
305,Faya,18.3851,42.4509,68.0,39,0,8.05,SA,2021-03-30 19:06:57
306,Panama City,8.9936,-79.5197,93.2,58,40,3.44,PA,2021-03-30 19:06:57
307,Diamantino,-14.4086,-56.4461,87.87,48,12,3.0,BR,2021-03-30 19:06:57
308,Ust-Uda,54.1742,103.0304,13.86,98,82,3.76,RU,2021-03-30 19:06:57
309,Kpandu,6.9954,0.2931,84.96,57,100,7.4,GH,2021-03-30 19:06:57
310,Vigia Del Fuerte,6.5789,-76.8863,89.42,62,100,1.74,CO,2021-03-30 19:06:58
311,Longyearbyen,78.2186,15.6401,26.6,74,75,10.36,SJ,2021-03-30 19:06:58
312,Bardsir,29.9227,56.5743,60.8,14,0,3.74,IR,2021-03-30 19:06:52
313,Whitehorse,60.7161,-135.0538,32.0,59,75,4.61,CA,2021-03-30 19:06:59
314,Flinders,-34.5833,150.8552,55.99,86,19,1.99,AU,2021-03-30 19:06:59
315,Manzhouli,49.6,117.4333,29.77,64,0,4.63,CN,2021-03-30 19:02:59
316,Rivadavia,-33.1905,-68.4608,78.8,31,0,4.61,AR,2021-03-30 19:07:00
317,Kirby,29.4633,-98.3856,79.0,69,90,14.97,US,2021-03-30 19:07:00
318,Nuuk,64.1835,-51.7216,39.2,75,75,36.82,GL,2021-03-30 19:07:01
319,Kang,-23.6752,22.7876,71.37,49,100,5.12,BW,2021-03-30 19:07:01
320,Jalu,29.0331,21.5482,62.44,33,1,10.31,LY,2021-03-30 19:07:02
321,Pecq,48.8932,2.1037,69.8,32,0,4.61,FR,2021-03-30 19:07:02
322,Tuatapere,-46.1333,167.6833,55.0,97,85,3.09,NZ,2021-03-30 19:07:02
323,Belmonte,-15.8631,-38.8828,84.2,58,40,14.97,BR,2021-03-30 19:07:02
324,Abu Samrah,35.3029,37.1841,57.69,41,49,13.76,SY,2021-03-30 19:07:02
325,Mercedes,-34.6515,-59.4307,77.0,44,0,1.99,AR,2021-03-30 19:07:02
326,Teguldet,57.3064,88.1667,21.34,93,100,8.37,RU,2021-03-30 19:07:02
327,Barentu,15.1139,37.5928,73.44,60,97,5.55,ER,2021-03-30 19:07:03
328,Ostrovnoy,68.0531,39.5131,33.51,97,100,10.33,RU,2021-03-30 19:07:03
329,Tevaitoa,-16.7833,-151.5,81.0,73,32,4.27,PF,2021-03-30 19:07:03
330,Khasan,42.4308,130.6434,40.84,77,100,2.51,RU,2021-03-30 19:07:03
331,Luoyang,34.6836,112.4536,59.0,99,100,2.33,CN,2021-03-30 19:02:27
332,Turukhansk,65.8167,87.9833,-22.74,100,93,2.57,RU,2021-03-30 19:07:03
333,Payo,-3.7508,103.6372,72.27,96,100,1.74,ID,2021-03-30 19:07:03
334,Biak,-0.9131,122.8766,76.69,80,86,3.02,ID,2021-03-30 19:07:04
335,Mahajanga,-15.7167,46.3167,78.8,94,20,4.61,MG,2021-03-30 19:07:04
336,Yatou,37.15,122.3833,44.35,43,82,4.16,CN,2021-03-30 19:03:15
337,Naukot,24.8587,69.4024,84.83,46,6,11.5,PK,2021-03-30 19:07:04
338,Nyurba,63.2842,118.3319,23.72,95,100,6.08,RU,2021-03-30 19:07:05
339,Konongo,6.6167,-1.2167,82.83,51,93,4.09,GH,2021-03-30 19:07:05
340,Wuwei,37.9281,102.6414,47.03,47,100,10.54,CN,2021-03-30 19:07:05
341,Najran,17.4924,44.1277,75.2,20,0,6.91,SA,2021-03-30 19:07:05
342,Lovozero,68.005,35.0117,31.5,95,100,11.77,RU,2021-03-30 19:07:05
343,Ljungby,56.8332,13.9408,50.0,93,0,9.22,SE,2021-03-30 19:07:06
344,Valley,45.1277,-116.1262,37.99,40,75,11.5,US,2021-03-30 19:07:06
345,Ndele,8.4109,20.6473,82.69,17,2,0.56,CF,2021-03-30 19:07:06
346,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,77.02,90,99,2.75,BR,2021-03-30 19:06:55
347,Rio Gallegos,-51.6226,-69.2181,57.2,30,0,19.57,AR,2021-03-30 19:05:33
348,Port Hardy,50.6996,-127.4199,46.4,66,40,4.61,CA,2021-03-30 19:07:06
349,Thinadhoo,0.5333,72.9333,83.95,74,53,18.32,MV,2021-03-30 19:07:06
350,Great Falls,47.5002,-111.3008,25.0,74,1,9.22,US,2021-03-30 19:06:56
351,Berbera,10.4396,45.0143,79.9,68,35,3.96,SO,2021-03-30 19:07:07
352,Cap Malheureux,-19.9842,57.6142,78.01,75,100,3.0,MU,2021-03-30 19:07:07
353,Kruisfontein,-34.0033,24.7314,66.99,67,64,1.99,ZA,2021-03-30 19:06:46
354,Zyryanka,65.75,150.85,5.23,96,100,6.87,RU,2021-03-30 19:07:07
355,Sri Aman,1.2376,111.4621,75.2,100,100,0.2,MY,2021-03-30 19:07:07
356,Vila Franca Do Campo,37.7167,-25.4333,60.8,77,40,9.22,PT,2021-03-30 19:07:07
357,Ardahan,41.1087,42.7022,14.99,90,31,1.86,TR,2021-03-30 19:06:51
358,Grand Forks,47.9417,-97.4337,24.8,68,90,24.16,US,2021-03-30 19:07:08
359,Dovolnoye,54.4958,79.6671,7.16,99,86,6.87,RU,2021-03-30 19:07:08
360,Pasni,25.2631,63.471,82.35,29,6,21.56,PK,2021-03-30 19:07:09
361,Buriti Bravo,-5.8372,-43.8336,82.33,77,100,1.81,BR,2021-03-30 19:07:09
362,Grandview,38.8858,-94.533,57.0,18,1,18.41,US,2021-03-30 19:06:53
363,Penzance,50.1186,-5.5371,53.6,82,75,10.36,GB,2021-03-30 19:07:09
364,Kushiro,42.975,144.3747,40.57,79,100,4.47,JP,2021-03-30 19:06:17
365,Sulangan,11.1373,123.7228,81.07,79,92,14.7,PH,2021-03-30 19:07:10
366,San Cristobal,7.7669,-72.225,84.2,54,40,27.63,VE,2021-03-30 19:07:10
367,Sao Felix Do Xingu,-6.6447,-51.995,86.7,67,99,3.53,BR,2021-03-30 19:07:10
368,Pokhara,28.2333,83.9833,68.29,25,0,8.05,NP,2021-03-30 19:06:45
369,Ancud,-41.8697,-73.8203,68.0,68,75,6.91,CL,2021-03-30 19:07:10
370,Meulaboh,4.1363,96.1285,75.02,89,100,5.08,ID,2021-03-30 19:07:10
371,Omsukchan,62.5333,155.8,10.36,95,100,3.71,RU,2021-03-30 19:07:10
372,Santa Rosa,14.3122,121.1114,82.4,69,20,4.61,PH,2021-03-30 19:07:11
373,Lompoc,34.6391,-120.4579,71.6,37,0,5.75,US,2021-03-30 19:06:58
374,Cairns,-16.9167,145.7667,78.8,69,75,13.8,AU,2021-03-30 19:06:50
375,Hanko,59.8333,22.95,39.99,80,100,9.33,FI,2021-03-30 19:07:11
376,Bonavista,48.6499,-53.1147,32.0,47,100,13.8,CA,2021-03-30 19:07:11
377,Husavik,66.0449,-17.3389,35.6,55,40,3.44,IS,2021-03-30 19:07:11
378,Kandrian,-6.2167,149.55,76.33,89,100,2.84,PG,2021-03-30 19:07:11
379,Northam,51.0333,-4.2167,51.01,1,82,9.15,GB,2021-03-30 19:07:12
380,Tonantins,-2.8731,-67.8022,73.29,99,100,1.1,BR,2021-03-30 19:07:12
381,Vao,-22.6667,167.4833,76.77,75,100,15.05,NC,2021-03-30 19:07:12
382,Rabo De Peixe,37.8,-25.5833,60.8,77,40,9.22,PT,2021-03-30 19:07:13
383,Sorland,67.667,12.6934,41.0,70,40,18.41,NO,2021-03-30 19:07:14
384,Newport,51.5877,-2.9984,62.6,42,22,9.22,GB,2021-03-30 19:07:14
385,College,64.8569,-147.8028,32.0,74,90,2.95,US,2021-03-30 19:07:14
386,Williston,48.147,-103.618,21.99,59,100,11.99,US,2021-03-30 19:07:14
387,Makow Mazowiecki,52.8649,21.1005,52.0,83,100,4.0,PL,2021-03-30 19:07:15
388,Viedma,-40.8135,-62.9967,82.71,17,0,12.1,AR,2021-03-30 19:07:15
389,Fuerte Olimpo,-21.0415,-57.8738,90.43,39,76,6.73,PY,2021-03-30 19:07:15
390,Kroya,-7.6331,109.2461,78.64,86,96,1.52,ID,2021-03-30 19:06:50
391,Sundsvall,62.3913,17.3063,45.0,49,40,5.75,SE,2021-03-30 19:07:15
392,Leo,11.1,-2.1,88.97,13,0,8.1,BF,2021-03-30 19:06:46
393,Radviliskis,55.8167,23.5333,50.0,93,90,12.66,LT,2021-03-30 19:07:16
394,Port Hedland,-20.3167,118.5667,80.6,61,40,9.22,AU,2021-03-30 19:06:50
395,Joshimath,30.5667,79.5667,51.67,60,44,4.79,IN,2021-03-30 19:07:17
396,Waipawa,-41.4122,175.5153,62.6,94,75,6.91,NZ,2021-03-30 19:07:17
397,Lima,-12.0432,-77.0282,77.0,57,20,9.22,PE,2021-03-30 19:07:08
398,Pisco,-13.7,-76.2167,73.4,64,40,6.91,PE,2021-03-30 19:07:17
399,Ribeira Grande,38.5167,-28.7,57.2,88,75,20.71,PT,2021-03-30 19:07:17
400,Slave Lake,55.2834,-114.769,23.0,50,20,2.3,CA,2021-03-30 19:07:17
401,Tarragona,41.129,1.249,57.0,82,20,2.3,ES,2021-03-30 19:07:18
402,Walvis Bay,-22.9575,14.5053,66.2,72,65,4.61,NA,2021-03-30 19:07:18
403,Llanes,43.4198,-4.7549,63.0,54,49,1.83,ES,2021-03-30 19:07:18
404,Okhotsk,59.3833,143.3,19.24,80,99,9.93,RU,2021-03-30 19:07:18
405,Andenes,69.3143,16.1194,39.2,81,75,23.02,NO,2021-03-30 19:07:19
406,Puerto Colombia,10.9878,-74.9547,89.6,58,0,18.41,CO,2021-03-30 19:07:19
407,Deputatskiy,69.3,139.9,-12.71,97,86,2.71,RU,2021-03-30 19:07:19
408,Hainichen,50.9667,13.1167,57.0,56,8,2.98,DE,2021-03-30 19:07:19
409,Kendari,-3.945,122.4989,75.09,93,99,3.87,ID,2021-03-30 19:07:19
410,Urucui,-7.2294,-44.5561,86.29,64,100,3.78,BR,2021-03-30 19:07:20
411,Maningrida,-12.0667,134.2667,74.52,92,88,7.9,AU,2021-03-30 19:07:20
412,Yelabuga,55.7613,52.0649,30.2,51,0,15.66,RU,2021-03-30 19:07:01
413,Mokhsogollokh,61.4681,128.9203,-5.55,99,90,2.64,RU,2021-03-30 19:07:20
414,Hayanist,40.1217,44.3752,47.17,49,98,7.52,AM,2021-03-30 19:07:20
415,Camapua,-19.5314,-54.0439,91.04,31,83,6.46,BR,2021-03-30 19:07:20
416,Kualakapuas,-3.0091,114.3876,75.07,95,99,2.71,ID,2021-03-30 19:03:18
417,Iquique,-20.2208,-70.1431,73.4,53,0,17.27,CL,2021-03-30 19:07:21
418,Yulara,-25.2406,130.9889,66.2,39,0,8.05,AU,2021-03-30 19:07:21
419,Itirucu,-13.5317,-40.1503,90.32,23,84,5.7,BR,2021-03-30 19:07:21
420,Killybegs,54.6333,-8.45,55.4,71,90,4.61,IE,2021-03-30 19:07:21
421,Kuytun,54.3419,101.5036,11.8,90,32,3.91,RU,2021-03-30 19:07:21
422,Turkmenabat,39.0733,63.5786,53.24,39,5,7.31,TM,2021-03-30 19:07:21
423,Chuy,-33.6971,-53.4616,69.85,59,61,12.91,UY,2021-03-30 19:07:22
424,Kailua,21.4022,-157.7394,78.8,73,90,12.66,US,2021-03-30 19:04:59
425,Zeya,53.75,127.2667,19.22,87,44,4.45,RU,2021-03-30 19:07:22
426,Palmer,42.1584,-72.3287,60.01,26,20,14.97,US,2021-03-30 19:07:22
427,Bilibino,68.0546,166.4372,-21.23,99,77,4.54,RU,2021-03-30 19:07:22
428,Dingle,10.9995,122.6711,76.62,88,100,7.07,PH,2021-03-30 19:07:22
429,Ambilobe,-13.2,49.05,75.36,94,73,2.53,MG,2021-03-30 19:07:04
430,Byron Bay,-28.65,153.6167,64.4,82,75,11.5,AU,2021-03-30 19:03:24
431,Kalmunai,7.4167,81.8167,79.56,83,100,8.41,LK,2021-03-30 19:07:07
432,Dwarka,22.2394,68.9678,78.31,85,0,11.63,IN,2021-03-30 19:06:29
433,Zhangye,38.9342,100.4517,39.9,76,100,15.43,CN,2021-03-30 19:03:51
434,Inuvik,68.3499,-133.7218,-2.2,71,100,5.75,CA,2021-03-30 19:07:23
435,Solnechnyy,50.7214,136.6319,23.65,93,100,3.49,RU,2021-03-30 19:07:23
436,Broome,42.2506,-75.833,64.0,29,1,18.41,US,2021-03-30 19:07:24
437,Verkhnevilyuysk,63.4453,120.3167,15.4,94,100,5.1,RU,2021-03-30 19:07:24
438,Roald,62.5833,6.1333,39.2,93,40,4.61,NO,2021-03-30 19:07:24
439,Baker City,44.7749,-117.8344,42.8,33,40,9.22,US,2021-03-30 19:07:24
440,Natal,-5.795,-35.2094,86.0,62,20,16.11,BR,2021-03-30 19:07:24
441,Sobolevo,54.4299,31.8996,42.13,92,100,16.51,RU,2021-03-30 19:07:24
442,Barra Velha,-26.6322,-48.6847,82.4,47,20,11.5,BR,2021-03-30 19:07:25
443,Ketchikan,55.3422,-131.6461,42.8,87,90,4.61,US,2021-03-30 19:07:25
444,Nacala,-14.5428,40.6728,75.06,82,15,8.48,MZ,2021-03-30 19:06:53
445,Darhan,49.4867,105.9228,40.59,47,100,5.28,MN,2021-03-30 19:07:14
446,Oda,35.1833,132.5,47.28,79,0,5.44,JP,2021-03-30 19:02:44
447,Valledupar,10.4631,-73.2532,99.9,31,48,12.64,CO,2021-03-30 19:03:27
448,La Paz,-16.5,-68.15,55.4,58,75,5.75,BO,2021-03-30 19:07:25
449,Denpasar,-8.65,115.2167,80.6,94,75,5.75,ID,2021-03-30 19:06:18
450,Bubaque,11.2833,-15.8333,75.85,74,36,16.37,GW,2021-03-30 19:07:26
451,Nelson Bay,-32.7167,152.15,61.0,100,90,8.05,AU,2021-03-30 19:07:26
452,Coahuayana,18.7333,-103.6833,86.0,32,40,6.91,MX,2021-03-30 19:07:26
453,Talnakh,69.4865,88.3972,-23.71,93,15,1.36,RU,2021-03-30 19:07:03
454,Piet Retief,-27.0071,30.8132,55.62,98,17,1.52,ZA,2021-03-30 19:06:57
455,Erenhot,43.6475,111.9767,40.95,57,100,7.11,CN,2021-03-30 19:04:02
456,Tekeli,44.83,78.8239,24.78,86,100,6.69,KZ,2021-03-30 19:07:27
457,Alta Floresta,-9.8756,-56.0861,83.8,72,25,1.97,BR,2021-03-30 19:07:27
458,Jinxiang,27.4327,120.6062,60.13,97,100,1.81,CN,2021-03-30 19:07:27
459,Kiama,-34.6833,150.8667,55.99,90,25,1.01,AU,2021-03-30 19:04:10
460,Dickinson,29.4608,-95.0513,80.01,73,90,17.27,US,2021-03-30 19:07:07
461,Remontnoye,46.5614,43.6501,35.6,93,99,13.42,RU,2021-03-30 19:07:27
462,Aasiaat,68.7098,-52.8699,33.39,81,100,11.81,GL,2021-03-30 19:07:27
463,Magadan,59.5667,150.8,19.26,89,100,28.68,RU,2021-03-30 19:07:28
464,Jishou,28.3167,109.7167,61.0,96,100,1.5,CN,2021-03-30 19:03:34
465,Tura,25.5198,90.2201,68.99,78,5,6.96,IN,2021-03-30 19:07:28
466,Paramaribo,5.8667,-55.1667,87.8,62,40,9.22,SR,2021-03-30 19:07:28
467,Tucurui,-3.7661,-49.6725,84.96,74,47,1.57,BR,2021-03-30 19:07:28
468,San Juan,-31.5375,-68.5364,83.48,19,0,5.35,AR,2021-03-30 19:05:23
469,Palu,-0.8917,119.8707,74.84,94,35,1.99,ID,2021-03-30 19:06:44
470,Muros,42.7762,-9.0603,64.99,66,99,4.85,ES,2021-03-30 19:07:29
471,Jiexiu,37.0244,111.9125,54.82,52,91,1.03,CN,2021-03-30 19:06:45
472,Saskylakh,71.9167,114.0833,-31.59,100,100,6.53,RU,2021-03-30 19:07:30
473,Batagay,67.6333,134.6333,-9.54,100,87,1.43,RU,2021-03-30 19:07:30
474,Klyuchi,52.2667,79.1667,19.17,93,90,6.33,RU,2021-03-30 19:07:30
475,Kandete,-9.15,33.8,61.09,99,99,2.28,TZ,2021-03-30 19:07:30
476,Lasa,46.6166,10.7002,60.01,49,0,3.44,IT,2021-03-30 19:03:05
477,Nago,26.5881,127.9761,71.6,94,90,3.6,JP,2021-03-30 19:04:07
478,Diego De Almagro,-26.3667,-70.05,82.96,14,0,12.73,CL,2021-03-30 19:07:31
479,Pyshma,56.9523,63.2513,29.79,92,100,8.05,RU,2021-03-30 19:07:31
480,Cabedelo,-6.9811,-34.8339,84.2,74,20,10.36,BR,2021-03-30 19:07:31
481,Saint Anthony,45.0205,-93.218,39.99,38,40,23.02,US,2021-03-30 19:07:32
482,Buin,-33.7333,-70.75,77.0,41,0,8.05,CL,2021-03-30 19:07:32
483,Lac Du Bonnet,50.2536,-96.0612,17.01,99,100,11.99,CA,2021-03-30 19:07:32
484,Huichapan,20.3833,-99.65,82.4,24,40,5.75,MX,2021-03-30 19:07:32
485,Eureka,40.8021,-124.1637,61.0,61,0,8.99,US,2021-03-30 19:07:23
486,Tefe,-3.3542,-64.7114,87.8,70,40,6.91,BR,2021-03-30 19:07:06
487,Yilan,24.757,121.753,75.0,99,100,0.58,TW,2021-03-30 19:05:55
488,Kaeo,-35.1,173.7833,68.0,96,36,5.99,NZ,2021-03-30 19:07:33
489,Saiki,32.95,131.9,52.81,66,100,8.32,JP,2021-03-30 19:07:34
490,Aljezur,37.3191,-8.8033,65.07,63,1,15.08,PT,2021-03-30 19:07:34
491,Bowmore,34.9421,-79.3031,72.0,40,90,10.36,US,2021-03-30 19:07:34
492,Fez,34.0372,-4.9998,69.8,37,20,8.05,MA,2021-03-30 19:06:54
493,Tabuan,9.5156,122.8506,80.6,83,40,4.61,PH,2021-03-30 19:07:34
494,Souillac,-20.5167,57.5167,73.4,94,40,8.05,MU,2021-03-30 19:07:34
495,Ayagoz,47.9714,80.4392,30.24,67,100,2.15,KZ,2021-03-30 19:07:17
496,Omboue,-1.5746,9.2618,78.67,86,99,6.17,GA,2021-03-30 19:07:35
497,Bayan,46.0833,127.4,36.66,63,17,1.72,CN,2021-03-30 19:04:03
498,Nome,64.5011,-165.4064,19.4,79,90,6.85,US,2021-03-30 19:07:35
499,Cherepovets,59.1333,37.9,37.4,100,90,6.71,RU,2021-03-30 19:07:35
500,Saldus,56.6636,22.4881,44.78,93,5,9.73,LV,2021-03-30 19:07:35
501,Aykhal,66.0,111.5,13.71,95,100,6.93,RU,2021-03-30 19:07:35
502,Altamira,-3.2033,-52.2064,86.0,70,75,8.05,BR,2021-03-30 19:07:07
503,Rawson,-43.3002,-65.1023,83.03,17,100,19.1,AR,2021-03-30 19:06:44
504,Shimoda,34.6667,138.95,53.01,92,0,5.44,JP,2021-03-30 19:06:57
505,Port Jervis,41.3751,-74.6927,64.0,36,7,1.99,US,2021-03-30 19:07:36
506,Nizhniy Ingash,56.2,96.53,22.78,80,25,11.14,RU,2021-03-30 19:07:36
507,Egvekinot,66.3167,-179.1667,-6.77,89,87,4.72,RU,2021-03-30 19:07:37
508,Anloga,5.7947,0.8973,84.2,79,20,10.36,GH,2021-03-30 19:07:37
509,Cabo San Lucas,22.8909,-109.9124,80.6,44,1,5.75,MX,2021-03-30 19:07:37
510,Umm Lajj,25.0213,37.2685,72.05,56,0,9.55,SA,2021-03-30 19:07:04
511,Reforma,18.1,-91.0167,95.47,28,82,12.5,MX,2021-03-30 19:07:37
512,Oparino,59.8518,48.2783,32.2,96,100,15.57,RU,2021-03-30 19:07:38
513,Tarnogskiy Gorodok,60.4997,43.5761,33.8,96,100,13.49,RU,2021-03-30 19:07:38
514,Barcelos,41.5388,-8.6151,69.01,68,0,5.75,PT,2021-03-30 19:07:38
515,Bocos,16.9265,121.0573,61.03,92,83,1.07,PH,2021-03-30 19:07:39
516,Necochea,-38.5473,-58.7368,68.0,67,0,5.01,AR,2021-03-30 19:07:39
517,Hihya,30.6713,31.588,60.8,55,75,11.5,EG,2021-03-30 19:07:19
518,Ambovombe,-25.1667,46.0833,70.9,70,85,6.46,MG,2021-03-30 19:07:30
519,Touros,-5.1989,-35.4608,84.2,65,20,11.5,BR,2021-03-30 19:07:39
520,Monroe,43.1501,-77.6831,69.8,19,40,18.41,US,2021-03-30 19:07:39
521,Daru,-9.0763,143.2092,76.68,95,100,9.84,PG,2021-03-30 19:07:36
522,Pacific Grove,36.6177,-121.9166,73.4,18,1,9.22,US,2021-03-30 19:07:18
523,Barra Do Garcas,-15.89,-52.2567,96.8,36,40,2.3,BR,2021-03-30 19:07:40
524,Arlit,18.7369,7.3853,78.03,7,0,13.09,NE,2021-03-30 19:07:40
525,Porto Novo,6.4965,2.6036,86.0,79,20,12.66,BJ,2021-03-30 19:07:41
526,Nefteyugansk,61.0998,72.6035,12.2,79,0,8.95,RU,2021-03-30 19:07:41
527,Dubuque,42.4833,-90.8668,51.01,40,1,20.71,US,2021-03-30 19:07:41
528,Sao Filipe,14.8961,-24.4956,70.48,75,1,8.88,CV,2021-03-30 19:07:40
529,Marsabit,2.3284,37.9899,76.28,42,38,9.42,KE,2021-03-30 19:06:51
530,Alexandria,31.2156,29.9553,60.8,67,40,14.97,EG,2021-03-30 19:07:42
531,Saint-Pierre,-21.3393,55.4781,78.8,73,0,3.44,RE,2021-03-30 19:06:44
532,Sabha,27.0377,14.4283,65.53,17,7,9.71,LY,2021-03-30 19:07:09
533,Davila,18.4726,120.5763,73.4,94,75,2.3,PH,2021-03-30 19:07:43
534,Gasa,31.5,34.4667,59.0,100,3,7.09,PS,2021-03-30 19:07:43
535,Bakchar,57.0186,82.0711,19.6,93,100,8.21,RU,2021-03-30 19:07:43
536,Treinta Y Tres,-33.2333,-54.3833,73.76,51,9,11.88,UY,2021-03-30 19:07:29
537,Douglas,41.3,-96.167,51.8,19,40,21.85,US,2021-03-30 19:07:43
538,Praia,14.9215,-23.5087,71.6,64,0,19.57,CV,2021-03-30 19:07:43
539,Touba,8.2833,-7.6833,86.25,37,80,4.83,CI,2021-03-30 19:06:57
540,Puerto Del Rosario,28.5004,-13.8627,68.0,73,20,4.61,ES,2021-03-30 19:07:44
541,Jozefow,52.1371,21.2359,54.0,87,75,4.61,PL,2021-03-30 19:06:45
542,Iquitos,-3.7481,-73.2472,82.4,78,75,5.75,PE,2021-03-30 19:07:44
543,Paralimni,35.0375,33.9833,60.01,62,20,6.91,CY,2021-03-30 19:07:44
544,The Valley,18.217,-63.0578,84.2,69,40,19.57,AI,2021-03-30 19:07:22
545,Westport,41.1415,-73.3579,57.99,44,1,13.8,US,2021-03-30 19:07:23
546,Tingo Maria,-9.2895,-76.0088,82.4,69,20,4.61,PE,2021-03-30 19:07:14
547,Gat,31.61,34.7642,59.0,100,22,5.23,IL,2021-03-30 19:07:37
548,Matara,5.9485,80.5353,79.21,87,100,6.17,LK,2021-03-30 19:07:45
549,Inirida,3.8653,-67.9239,82.62,78,100,1.14,CO,2021-03-30 19:07:46
550,Beira,-19.8436,34.8389,78.8,69,40,11.5,MZ,2021-03-30 19:03:39
